Latitude,Longitude,gravity
79.2417,15.8201,-76.8
79.2583,15.8201,-76.8
79.275,15.8201,-77
79.2917,15.8201,-77.1
79.3083,15.8201,-77.1
79.325,15.8201,-76.8
79.3417,15.8201,-76.1
79.3583,15.8201,-75
79.375,15.8201,-73.6
79.3917,15.8201,-72.1
79.4083,15.8201,-70.7
79.425,15.8201,-69.4
79.4417,15.8201,-68.3
79.4583,15.8201,-67.5
79.475,15.8201,-67
79.4917,15.8201,-66.6
79.5083,15.8201,-66.2
79.525,15.8201,-65.8
79.5417,15.8201,-65.1
79.5583,15.8201,-64.3
79.575,15.8201,-63.2
79.5917,15.8201,-61.9
79.6083,15.8201,-60.5
79.625,15.8201,-59.1
79.6417,15.8201,-57.5
79.6583,15.8201,-56.1
79.675,15.8201,-54.7
79.6917,15.8201,-53.5
79.7083,15.8201,-52.3
79.725,15.8201,-51.3
79.7417,15.8201,-50.2
79.7583,15.8201,-49
79.775,15.8201,-47.7
79.7917,15.8201,-46.2
79.8083,15.8201,-44.4
79.825,15.8201,-42.3
79.8417,15.8201,-40
79.8583,15.8201,-37.6
79.875,15.8201,-35.1
79.8917,15.8201,-32.6
79.9083,15.8201,-30.2
79.925,15.8201,-27.9
79.9417,15.8201,-25.8
79.9583,15.8201,-23.9
79.975,15.8201,-22.1
79.9917,15.8201,-20.7
80.0083,15.8201,-19.6
77.0083,15.8041,-55.5
77.025,15.8041,-54.9
77.0417,15.8041,-54.1
77.0583,15.8041,-53.2
77.075,15.8041,-52.1
77.0917,15.8041,-51
77.1083,15.8041,-49.8
77.125,15.8041,-48.7
77.1417,15.8041,-47.7
77.1583,15.8041,-46.7
77.175,15.8041,-45.9
77.1917,15.8041,-45.2
77.2083,15.8041,-44.7
77.225,15.8041,-44.4
77.2417,15.8041,-44.3
77.2583,15.8041,-44.4
77.275,15.8041,-44.8
77.2917,15.8041,-45.4
77.3083,15.8041,-46.1
77.325,15.8041,-46.9
77.3417,15.8041,-47.5
77.3583,15.8041,-48
77.375,15.8041,-48.2
77.3917,15.8041,-48.2
77.4083,15.8041,-47.9
77.425,15.8041,-47.5
77.4417,15.8041,-47
77.4583,15.8041,-46.6
77.475,15.8041,-46.4
77.4917,15.8041,-46.5
77.5083,15.8041,-46.7
77.525,15.8041,-47
77.5417,15.8041,-47.4
77.5583,15.8041,-47.8
77.575,15.8041,-48.2
77.5917,15.8041,-48.5
77.6083,15.8041,-48.7
77.625,15.8041,-48.9
77.6417,15.8041,-49
77.6583,15.8041,-49.2
77.675,15.8041,-49.4
77.6917,15.8041,-49.6
77.7083,15.8041,-49.8
77.725,15.8041,-49.9
77.7417,15.8041,-49.8
77.7583,15.8041,-49.7
77.775,15.8041,-49.4
77.7917,15.8041,-49.1
77.8083,15.8041,-48.7
77.825,15.8041,-48.5
77.8417,15.8041,-48.3
77.8583,15.8041,-48.3
77.875,15.8041,-48.4
77.8917,15.8041,-48.7
77.9083,15.8041,-49.1
77.925,15.8041,-49.6
77.9417,15.8041,-50.2
77.9583,15.8041,-50.9
77.975,15.8041,-51.7
77.9917,15.8041,-52.7
78.0083,15.8041,-53.8
78.025,15.8041,-55
78.0417,15.8041,-56.3
78.0583,15.8041,-57.4
78.075,15.8041,-58.4
78.0917,15.8041,-59.1
78.1083,15.8041,-59.6
78.125,15.8041,-59.9
78.1417,15.8041,-60
78.1583,15.8041,-60
78.175,15.8041,-60
78.1917,15.8041,-60.1
78.2083,15.8041,-60.4
78.225,15.8041,-60.9
78.2417,15.8041,-61.4
78.2583,15.8041,-62
78.275,15.8041,-62.5
78.2917,15.8041,-62.9
78.3083,15.8041,-63.1
78.325,15.8041,-63.1
78.3417,15.8041,-62.9
78.3583,15.8041,-62.8
78.375,15.8041,-62.6
78.3917,15.8041,-62.6
78.4083,15.8041,-62.6
78.425,15.8041,-62.7
78.4417,15.8041,-62.8
78.4583,15.8041,-62.7
78.475,15.8041,-62.4
78.4917,15.8041,-61.8
78.5083,15.8041,-61.1
78.525,15.8041,-60.3
78.5417,15.8041,-59.6
78.5583,15.8041,-59.2
78.575,15.8041,-59
78.5917,15.8041,-59.2
78.6083,15.8041,-59.4
78.625,15.8041,-59.5
78.6417,15.8041,-58.9
78.6583,15.8041,-57.3
78.675,15.8041,-54.5
78.6917,15.8041,-50.2
78.7083,15.8041,-44.8
78.725,15.8041,-38.6
78.7417,15.8041,-32.3
78.7583,15.8041,-26.8
78.775,15.8041,-22.6
78.7917,15.8041,-20.5
78.8083,15.8041,-20.6
78.825,15.8041,-22.7
78.8417,15.8041,-26.3
78.8583,15.8041,-30.4
78.875,15.8041,-34.3
78.8917,15.8041,-36.9
78.9083,15.8041,-37.8
78.925,15.8041,-36.7
78.9417,15.8041,-33.9
78.9583,15.8041,-30.2
78.975,15.8041,-26.3
78.9917,15.8041,-23.4
79.0083,15.8041,-22.2
79.025,15.8041,-23.4
79.0417,15.8041,-27.1
79.0583,15.8041,-33
79.075,15.8041,-40.4
79.0917,15.8041,-48.5
79.1083,15.8041,-56.4
79.125,15.8041,-63.3
79.1417,15.8041,-68.9
79.1583,15.8041,-72.7
79.175,15.8041,-75.1
79.1917,15.8041,-76.3
79.2083,15.8041,-76.6
79.225,15.8041,-76.6
79.2417,15.8041,-76.5
79.2583,15.8041,-76.5
79.275,15.8041,-76.6
79.2917,15.8041,-76.7
79.3083,15.8041,-76.6
79.325,15.8041,-76.1
79.3417,15.8041,-75.4
79.3583,15.8041,-74.3
79.375,15.8041,-72.9
79.3917,15.8041,-71.5
79.4083,15.8041,-70.2
79.425,15.8041,-69.1
79.4417,15.8041,-68.2
79.4583,15.8041,-67.7
79.475,15.8041,-67.3
79.4917,15.8041,-67
79.5083,15.8041,-66.6
79.525,15.8041,-66.1
79.5417,15.8041,-65.4
79.5583,15.8041,-64.4
79.575,15.8041,-63.1
79.5917,15.8041,-61.7
79.6083,15.8041,-60.1
79.625,15.8041,-58.5
79.6417,15.8041,-56.9
79.6583,15.8041,-55.3
79.675,15.8041,-53.9
79.6917,15.8041,-52.6
79.7083,15.8041,-51.4
79.725,15.8041,-50.3
79.7417,15.8041,-49.2
79.7583,15.8041,-48
79.775,15.8041,-46.7
79.7917,15.8041,-45.2
79.8083,15.8041,-43.4
79.825,15.8041,-41.3
79.8417,15.8041,-39
79.8583,15.8041,-36.6
79.875,15.8041,-34
79.8917,15.8041,-31.5
79.9083,15.8041,-29
79.925,15.8041,-26.7
79.9417,15.8041,-24.6
79.9583,15.8041,-22.6
79.975,15.8041,-20.9
79.9917,15.8041,-19.6
80.0083,15.8041,-18.5
77.0083,15.7881,-55.5
77.025,15.7881,-54.9
77.0417,15.7881,-54
77.0583,15.7881,-53
77.075,15.7881,-51.9
77.0917,15.7881,-50.7
77.1083,15.7881,-49.6
77.125,15.7881,-48.5
77.1417,15.7881,-47.6
77.1583,15.7881,-46.7
77.175,15.7881,-45.9
77.1917,15.7881,-45.3
77.2083,15.7881,-44.7
77.225,15.7881,-44.4
77.2417,15.7881,-44.3
77.2583,15.7881,-44.4
77.275,15.7881,-44.8
77.2917,15.7881,-45.3
77.3083,15.7881,-46
77.325,15.7881,-46.7
77.3417,15.7881,-47.3
77.3583,15.7881,-47.8
77.375,15.7881,-47.9
77.3917,15.7881,-47.9
77.4083,15.7881,-47.6
77.425,15.7881,-47.1
77.4417,15.7881,-46.7
77.4583,15.7881,-46.3
77.475,15.7881,-46.2
77.4917,15.7881,-46.2
77.5083,15.7881,-46.5
77.525,15.7881,-46.9
77.5417,15.7881,-47.4
77.5583,15.7881,-47.8
77.575,15.7881,-48.2
77.5917,15.7881,-48.6
77.6083,15.7881,-48.8
77.625,15.7881,-48.9
77.6417,15.7881,-49
77.6583,15.7881,-49.1
77.675,15.7881,-49.2
77.6917,15.7881,-49.4
77.7083,15.7881,-49.4
77.725,15.7881,-49.4
77.7417,15.7881,-49.4
77.7583,15.7881,-49.1
77.775,15.7881,-48.8
77.7917,15.7881,-48.5
77.8083,15.7881,-48.1
77.825,15.7881,-47.8
77.8417,15.7881,-47.6
77.8583,15.7881,-47.5
77.875,15.7881,-47.6
77.8917,15.7881,-47.9
77.9083,15.7881,-48.4
77.925,15.7881,-48.9
77.9417,15.7881,-49.6
77.9583,15.7881,-50.4
77.975,15.7881,-51.3
77.9917,15.7881,-52.3
78.0083,15.7881,-53.4
78.025,15.7881,-54.4
78.0417,15.7881,-55.4
78.0583,15.7881,-56.2
78.075,15.7881,-57
78.0917,15.7881,-57.5
78.1083,15.7881,-57.8
78.125,15.7881,-58
78.1417,15.7881,-58.1
78.1583,15.7881,-58.2
78.175,15.7881,-58.4
78.1917,15.7881,-58.7
78.2083,15.7881,-59.2
78.225,15.7881,-59.9
78.2417,15.7881,-60.6
78.2583,15.7881,-61.3
78.275,15.7881,-61.9
78.2917,15.7881,-62.4
78.3083,15.7881,-62.7
78.325,15.7881,-63
78.3417,15.7881,-63.1
78.3583,15.7881,-63.2
78.375,15.7881,-63.4
78.3917,15.7881,-63.6
78.4083,15.7881,-63.8
78.425,15.7881,-64
78.4417,15.7881,-64
78.4583,15.7881,-63.9
78.475,15.7881,-63.4
78.4917,15.7881,-62.8
78.5083,15.7881,-61.9
78.525,15.7881,-61.1
78.5417,15.7881,-60.5
78.5583,15.7881,-60.1
78.575,15.7881,-60
78.5917,15.7881,-60.3
78.6083,15.7881,-60.5
78.625,15.7881,-60.4
78.6417,15.7881,-59.5
78.6583,15.7881,-57.5
78.675,15.7881,-54.2
78.6917,15.7881,-49.4
78.7083,15.7881,-43.5
78.725,15.7881,-37.1
78.7417,15.7881,-30.7
78.7583,15.7881,-25.3
78.775,15.7881,-21.5
78.7917,15.7881,-19.9
78.8083,15.7881,-20.6
78.825,15.7881,-23.2
78.8417,15.7881,-27.3
78.8583,15.7881,-31.9
78.875,15.7881,-36
78.8917,15.7881,-38.6
78.9083,15.7881,-39.4
78.925,15.7881,-38.2
78.9417,15.7881,-35.2
78.9583,15.7881,-31.2
78.975,15.7881,-27.1
78.9917,15.7881,-24.1
79.0083,15.7881,-22.8
79.025,15.7881,-23.9
79.0417,15.7881,-27.5
79.0583,15.7881,-33.2
79.075,15.7881,-40.5
79.0917,15.7881,-48.3
79.1083,15.7881,-56
79.125,15.7881,-62.8
79.1417,15.7881,-68.1
79.1583,15.7881,-71.9
79.175,15.7881,-74.3
79.1917,15.7881,-75.5
79.2083,15.7881,-76
79.225,15.7881,-76.1
79.2417,15.7881,-76.1
79.2583,15.7881,-76.2
79.275,15.7881,-76.2
79.2917,15.7881,-76.3
79.3083,15.7881,-76.1
79.325,15.7881,-75.6
79.3417,15.7881,-74.8
79.3583,15.7881,-73.7
79.375,15.7881,-72.4
79.3917,15.7881,-71.1
79.4083,15.7881,-70
79.425,15.7881,-69.1
79.4417,15.7881,-68.4
79.4583,15.7881,-68
79.475,15.7881,-67.7
79.4917,15.7881,-67.5
79.5083,15.7881,-67.1
79.525,15.7881,-66.4
79.5417,15.7881,-65.6
79.5583,15.7881,-64.4
79.575,15.7881,-63
79.5917,15.7881,-61.4
79.6083,15.7881,-59.7
79.625,15.7881,-58
79.6417,15.7881,-56.3
79.6583,15.7881,-54.7
79.675,15.7881,-53.2
79.6917,15.7881,-51.8
79.7083,15.7881,-50.6
79.725,15.7881,-49.4
79.7417,15.7881,-48.2
79.7583,15.7881,-47
79.775,15.7881,-45.5
79.7917,15.7881,-43.9
79.8083,15.7881,-42.1
79.825,15.7881,-40
79.8417,15.7881,-37.6
79.8583,15.7881,-35.2
79.875,15.7881,-32.6
79.8917,15.7881,-30.1
79.9083,15.7881,-27.6
79.925,15.7881,-25.3
79.9417,15.7881,-23.2
79.9583,15.7881,-21.3
79.975,15.7881,-19.6
79.9917,15.7881,-18.2
80.0083,15.7881,-17.2
77.0083,15.772,-55.4
77.025,15.772,-54.6
77.0417,15.772,-53.7
77.0583,15.772,-52.7
77.075,15.772,-51.6
77.0917,15.772,-50.5
77.1083,15.772,-49.4
77.125,15.772,-48.5
77.1417,15.772,-47.5
77.1583,15.772,-46.7
77.175,15.772,-46
77.1917,15.772,-45.3
77.2083,15.772,-44.8
77.225,15.772,-44.4
77.2417,15.772,-44.2
77.2583,15.772,-44.2
77.275,15.772,-44.5
77.2917,15.772,-45
77.3083,15.772,-45.6
77.325,15.772,-46.3
77.3417,15.772,-46.9
77.3583,15.772,-47.3
77.375,15.772,-47.4
77.3917,15.772,-47.4
77.4083,15.772,-47.1
77.425,15.772,-46.7
77.4417,15.772,-46.2
77.4583,15.772,-45.9
77.475,15.772,-45.8
77.4917,15.772,-45.9
77.5083,15.772,-46.2
77.525,15.772,-46.7
77.5417,15.772,-47.3
77.5583,15.772,-47.9
77.575,15.772,-48.3
77.5917,15.772,-48.7
77.6083,15.772,-48.9
77.625,15.772,-49.1
77.6417,15.772,-49.1
77.6583,15.772,-49.1
77.675,15.772,-49.2
77.6917,15.772,-49.2
77.7083,15.772,-49.2
77.725,15.772,-49.1
77.7417,15.772,-49
77.7583,15.772,-48.8
77.775,15.772,-48.5
77.7917,15.772,-48.2
77.8083,15.772,-47.8
77.825,15.772,-47.5
77.8417,15.772,-47.3
77.8583,15.772,-47.3
77.875,15.772,-47.5
77.8917,15.772,-47.8
77.9083,15.772,-48.3
77.925,15.772,-48.9
77.9417,15.772,-49.7
77.9583,15.772,-50.5
77.975,15.772,-51.4
77.9917,15.772,-52.2
78.0083,15.772,-53.1
78.025,15.772,-53.9
78.0417,15.772,-54.5
78.0583,15.772,-55.1
78.075,15.772,-55.5
78.0917,15.772,-55.8
78.1083,15.772,-56
78.125,15.772,-56.2
78.1417,15.772,-56.5
78.1583,15.772,-56.8
78.175,15.772,-57.2
78.1917,15.772,-57.8
78.2083,15.772,-58.5
78.225,15.772,-59.3
78.2417,15.772,-60.1
78.2583,15.772,-60.9
78.275,15.772,-61.6
78.2917,15.772,-62.2
78.3083,15.772,-62.6
78.325,15.772,-63
78.3417,15.772,-63.4
78.3583,15.772,-63.8
78.375,15.772,-64.3
78.3917,15.772,-64.7
78.4083,15.772,-65.1
78.425,15.772,-65.4
78.4417,15.772,-65.5
78.4583,15.772,-65.4
78.475,15.772,-64.9
78.4917,15.772,-64.2
78.5083,15.772,-63.4
78.525,15.772,-62.6
78.5417,15.772,-62.1
78.5583,15.772,-61.8
78.575,15.772,-61.9
78.5917,15.772,-62.1
78.6083,15.772,-62.3
78.625,15.772,-61.9
78.6417,15.772,-60.7
78.6583,15.772,-58.2
78.675,15.772,-54.2
78.6917,15.772,-48.9
78.7083,15.772,-42.6
78.725,15.772,-35.8
78.7417,15.772,-29.3
78.7583,15.772,-24
78.775,15.772,-20.4
78.7917,15.772,-19.2
78.8083,15.772,-20.4
78.825,15.772,-23.6
78.8417,15.772,-28.2
78.8583,15.772,-33.2
78.875,15.772,-37.7
78.8917,15.772,-40.7
78.9083,15.772,-41.9
78.925,15.772,-40.9
78.9417,15.772,-38.2
78.9583,15.772,-34.6
78.975,15.772,-30.7
78.9917,15.772,-27.9
79.0083,15.772,-26.7
79.025,15.772,-27.7
79.0417,15.772,-31
79.0583,15.772,-36.2
79.075,15.772,-42.9
79.0917,15.772,-50
79.1083,15.772,-57.1
79.125,15.772,-63.1
79.1417,15.772,-68
79.1583,15.772,-71.4
79.175,15.772,-73.6
79.1917,15.772,-74.8
79.2083,15.772,-75.3
79.225,15.772,-75.6
79.2417,15.772,-75.8
79.2583,15.772,-76
79.275,15.772,-76.1
79.2917,15.772,-76.1
79.3083,15.772,-75.9
79.325,15.772,-75.3
79.3417,15.772,-74.4
79.3583,15.772,-73.3
79.375,15.772,-72.1
79.3917,15.772,-70.9
79.4083,15.772,-69.9
79.425,15.772,-69.2
79.4417,15.772,-68.8
79.4583,15.772,-68.5
79.475,15.772,-68.3
79.4917,15.772,-68
79.5083,15.772,-67.5
79.525,15.772,-66.8
79.5417,15.772,-65.7
79.5583,15.772,-64.4
79.575,15.772,-62.8
79.5917,15.772,-61.1
79.6083,15.772,-59.3
79.625,15.772,-57.6
79.6417,15.772,-55.9
79.6583,15.772,-54.3
79.675,15.772,-52.7
79.6917,15.772,-51.3
79.7083,15.772,-49.9
79.725,15.772,-48.6
79.7417,15.772,-47.2
79.7583,15.772,-45.7
79.775,15.772,-44.1
79.7917,15.772,-42.4
79.8083,15.772,-40.4
79.825,15.772,-38.2
79.8417,15.772,-35.8
79.8583,15.772,-33.3
79.875,15.772,-30.8
79.8917,15.772,-28.3
79.9083,15.772,-25.9
79.925,15.772,-23.7
79.9417,15.772,-21.6
79.9583,15.772,-19.7
79.975,15.772,-18.1
79.9917,15.772,-16.7
80.0083,15.772,-15.6
77.0083,15.756,-55
77.025,15.756,-54.2
77.0417,15.756,-53.2
77.0583,15.756,-52.2
77.075,15.756,-51.2
77.0917,15.756,-50.2
77.1083,15.756,-49.2
77.125,15.756,-48.4
77.1417,15.756,-47.5
77.1583,15.756,-46.8
77.175,15.756,-46
77.1917,15.756,-45.3
77.2083,15.756,-44.7
77.225,15.756,-44.3
77.2417,15.756,-44
77.2583,15.756,-43.9
77.275,15.756,-44.1
77.2917,15.756,-44.5
77.3083,15.756,-45
77.325,15.756,-45.6
77.3417,15.756,-46.2
77.3583,15.756,-46.6
77.375,15.756,-46.8
77.3917,15.756,-46.7
77.4083,15.756,-46.4
77.425,15.756,-46
77.4417,15.756,-45.7
77.4583,15.756,-45.4
77.475,15.756,-45.3
77.4917,15.756,-45.5
77.5083,15.756,-46
77.525,15.756,-46.6
77.5417,15.756,-47.3
77.5583,15.756,-47.9
77.575,15.756,-48.5
77.5917,15.756,-48.9
77.6083,15.756,-49.2
77.625,15.756,-49.3
77.6417,15.756,-49.3
77.6583,15.756,-49.3
77.675,15.756,-49.3
77.6917,15.756,-49.2
77.7083,15.756,-49.2
77.725,15.756,-49.1
77.7417,15.756,-49
77.7583,15.756,-48.8
77.775,15.756,-48.6
77.7917,15.756,-48.3
77.8083,15.756,-48
77.825,15.756,-47.8
77.8417,15.756,-47.6
77.8583,15.756,-47.7
77.875,15.756,-47.9
77.8917,15.756,-48.3
77.9083,15.756,-48.9
77.925,15.756,-49.5
77.9417,15.756,-50.3
77.9583,15.756,-51
77.975,15.756,-51.8
77.9917,15.756,-52.4
78.0083,15.756,-52.9
78.025,15.756,-53.4
78.0417,15.756,-53.7
78.0583,15.756,-53.9
78.075,15.756,-54.1
78.0917,15.756,-54.2
78.1083,15.756,-54.4
78.125,15.756,-54.7
78.1417,15.756,-55.1
78.1583,15.756,-55.7
78.175,15.756,-56.4
78.1917,15.756,-57.2
78.2083,15.756,-58.2
78.225,15.756,-59.1
78.2417,15.756,-59.9
78.2583,15.756,-60.7
78.275,15.756,-61.4
78.2917,15.756,-62
78.3083,15.756,-62.5
78.325,15.756,-63.1
78.3417,15.756,-63.7
78.3583,15.756,-64.3
78.375,15.756,-65
78.3917,15.756,-65.7
78.4083,15.756,-66.4
78.425,15.756,-66.8
78.4417,15.756,-67
78.4583,15.756,-66.9
78.475,15.756,-66.5
78.4917,15.756,-66
78.5083,15.756,-65.3
78.525,15.756,-64.7
78.5417,15.756,-64.4
78.5583,15.756,-64.3
78.575,15.756,-64.5
78.5917,15.756,-64.8
78.6083,15.756,-64.8
78.625,15.756,-64.1
78.6417,15.756,-62.4
78.6583,15.756,-59.4
78.675,15.756,-54.8
78.6917,15.756,-48.9
78.7083,15.756,-42.1
78.725,15.756,-35
78.7417,15.756,-28.3
78.7583,15.756,-23
78.775,15.756,-19.6
78.7917,15.756,-18.7
78.8083,15.756,-20.2
78.825,15.756,-23.9
78.8417,15.756,-28.9
78.8583,15.756,-34.4
78.875,15.756,-39.5
78.8917,15.756,-43.1
78.9083,15.756,-44.9
78.925,15.756,-44.7
78.9417,15.756,-42.8
78.9583,15.756,-39.9
78.975,15.756,-36.7
78.9917,15.756,-34.3
79.0083,15.756,-33.3
79.025,15.756,-34.2
79.0417,15.756,-37.1
79.0583,15.756,-41.6
79.075,15.756,-47.3
79.0917,15.756,-53.4
79.1083,15.756,-59.3
79.125,15.756,-64.4
79.1417,15.756,-68.5
79.1583,15.756,-71.4
79.175,15.756,-73.2
79.1917,15.756,-74.4
79.2083,15.756,-75
79.225,15.756,-75.5
79.2417,15.756,-75.9
79.2583,15.756,-76.2
79.275,15.756,-76.5
79.2917,15.756,-76.4
79.3083,15.756,-76.1
79.325,15.756,-75.4
79.3417,15.756,-74.4
79.3583,15.756,-73.2
79.375,15.756,-72
79.3917,15.756,-70.9
79.4083,15.756,-70.1
79.425,15.756,-69.6
79.4417,15.756,-69.3
79.4583,15.756,-69.1
79.475,15.756,-68.9
79.4917,15.756,-68.6
79.5083,15.756,-67.9
79.525,15.756,-67
79.5417,15.756,-65.7
79.5583,15.756,-64.2
79.575,15.756,-62.5
79.5917,15.756,-60.8
79.6083,15.756,-59
79.625,15.756,-57.3
79.6417,15.756,-55.6
79.6583,15.756,-54
79.675,15.756,-52.4
79.6917,15.756,-50.9
79.7083,15.756,-49.3
79.725,15.756,-47.7
79.7417,15.756,-46.1
79.7583,15.756,-44.3
79.775,15.756,-42.4
79.7917,15.756,-40.4
79.8083,15.756,-38.2
79.825,15.756,-35.9
79.8417,15.756,-33.4
79.8583,15.756,-30.9
79.875,15.756,-28.5
79.8917,15.756,-26.1
79.9083,15.756,-23.8
79.925,15.756,-21.7
79.9417,15.756,-19.8
79.9583,15.756,-18
79.975,15.756,-16.4
79.9917,15.756,-15
80.0083,15.756,-13.9
77.0083,15.74,-54.3
77.025,15.74,-53.4
77.0417,15.74,-52.5
77.0583,15.74,-51.6
77.075,15.74,-50.6
77.0917,15.74,-49.8
77.1083,15.74,-49
77.125,15.74,-48.2
77.1417,15.74,-47.5
77.1583,15.74,-46.7
77.175,15.74,-46
77.1917,15.74,-45.3
77.2083,15.74,-44.6
77.225,15.74,-44
77.2417,15.74,-43.5
77.2583,15.74,-43.3
77.275,15.74,-43.4
77.2917,15.74,-43.7
77.3083,15.74,-44.2
77.325,15.74,-44.8
77.3417,15.74,-45.4
77.3583,15.74,-45.8
77.375,15.74,-46
77.3917,15.74,-46
77.4083,15.74,-45.8
77.425,15.74,-45.4
77.4417,15.74,-45.1
77.4583,15.74,-44.9
77.475,15.74,-44.9
77.4917,15.74,-45.2
77.5083,15.74,-45.7
77.525,15.74,-46.4
77.5417,15.74,-47.3
77.5583,15.74,-48.1
77.575,15.74,-48.7
77.5917,15.74,-49.2
77.6083,15.74,-49.6
77.625,15.74,-49.7
77.6417,15.74,-49.8
77.6583,15.74,-49.7
77.675,15.74,-49.7
77.6917,15.74,-49.7
77.7083,15.74,-49.6
77.725,15.74,-49.6
77.7417,15.74,-49.5
77.7583,15.74,-49.4
77.775,15.74,-49.2
77.7917,15.74,-49
77.8083,15.74,-48.7
77.825,15.74,-48.5
77.8417,15.74,-48.5
77.8583,15.74,-48.6
77.875,15.74,-48.9
77.8917,15.74,-49.3
77.9083,15.74,-49.9
77.925,15.74,-50.6
77.9417,15.74,-51.2
77.9583,15.74,-51.8
77.975,15.74,-52.3
77.9917,15.74,-52.6
78.0083,15.74,-52.8
78.025,15.74,-52.8
78.0417,15.74,-52.8
78.0583,15.74,-52.7
78.075,15.74,-52.7
78.0917,15.74,-52.8
78.1083,15.74,-53
78.125,15.74,-53.5
78.1417,15.74,-54.1
78.1583,15.74,-55
78.175,15.74,-56
78.1917,15.74,-57
78.2083,15.74,-58.1
78.225,15.74,-59
78.2417,15.74,-59.9
78.2583,15.74,-60.6
78.275,15.74,-61.2
78.2917,15.74,-61.7
78.3083,15.74,-62.3
78.325,15.74,-62.9
78.3417,15.74,-63.6
78.3583,15.74,-64.5
78.375,15.74,-65.4
78.3917,15.74,-66.3
78.4083,15.74,-67.1
78.425,15.74,-67.8
78.4417,15.74,-68.1
78.4583,15.74,-68.2
78.475,15.74,-68
78.4917,15.74,-67.7
78.5083,15.74,-67.3
78.525,15.74,-67.1
78.5417,15.74,-67.1
78.5583,15.74,-67.3
78.575,15.74,-67.7
78.5917,15.74,-67.9
78.6083,15.74,-67.8
78.625,15.74,-66.8
78.6417,15.74,-64.6
78.6583,15.74,-61
78.675,15.74,-55.8
78.6917,15.74,-49.4
78.7083,15.74,-42
78.725,15.74,-34.6
78.7417,15.74,-27.7
78.7583,15.74,-22.4
78.775,15.74,-19.1
78.7917,15.74,-18.4
78.8083,15.74,-20.2
78.825,15.74,-24.1
78.8417,15.74,-29.6
78.8583,15.74,-35.6
78.875,15.74,-41.2
78.8917,15.74,-45.6
78.9083,15.74,-48.3
78.925,15.74,-49.1
78.9417,15.74,-48.2
78.9583,15.74,-46.3
78.975,15.74,-44
78.9917,15.74,-42.2
79.0083,15.74,-41.5
79.025,15.74,-42.3
79.0417,15.74,-44.7
79.0583,15.74,-48.4
79.075,15.74,-53
79.0917,15.74,-57.9
79.1083,15.74,-62.6
79.125,15.74,-66.6
79.1417,15.74,-69.7
79.1583,15.74,-72
79.175,15.74,-73.5
79.1917,15.74,-74.5
79.2083,15.74,-75.2
79.225,15.74,-75.8
79.2417,15.74,-76.4
79.2583,15.74,-76.9
79.275,15.74,-77.1
79.2917,15.74,-77
79.3083,15.74,-76.5
79.325,15.74,-75.7
79.3417,15.74,-74.5
79.3583,15.74,-73.2
79.375,15.74,-72
79.3917,15.74,-71
79.4083,15.74,-70.3
79.425,15.74,-69.9
79.4417,15.74,-69.7
79.4583,15.74,-69.6
79.475,15.74,-69.4
79.4917,15.74,-68.9
79.5083,15.74,-68.1
79.525,15.74,-67
79.5417,15.74,-65.5
79.5583,15.74,-63.9
79.575,15.74,-62.1
79.5917,15.74,-60.3
79.6083,15.74,-58.6
79.625,15.74,-57
79.6417,15.74,-55.4
79.6583,15.74,-53.8
79.675,15.74,-52.2
79.6917,15.74,-50.5
79.7083,15.74,-48.7
79.725,15.74,-46.9
79.7417,15.74,-44.8
79.7583,15.74,-42.7
79.775,15.74,-40.4
79.7917,15.74,-38.1
79.8083,15.74,-35.6
79.825,15.74,-33.1
79.8417,15.74,-30.6
79.8583,15.74,-28.2
79.875,15.74,-25.8
79.8917,15.74,-23.6
79.9083,15.74,-21.5
79.925,15.74,-19.6
79.9417,15.74,-17.8
79.9583,15.74,-16.1
79.975,15.74,-14.6
79.9917,15.74,-13.3
80.0083,15.74,-12.2
77.0083,15.7239,-53.3
77.025,15.7239,-52.4
77.0417,15.7239,-51.6
77.0583,15.7239,-50.7
77.075,15.7239,-49.9
77.0917,15.7239,-49.2
77.1083,15.7239,-48.6
77.125,15.7239,-48
77.1417,15.7239,-47.3
77.1583,15.7239,-46.7
77.175,15.7239,-45.9
77.1917,15.7239,-45.1
77.2083,15.7239,-44.3
77.225,15.7239,-43.5
77.2417,15.7239,-42.9
77.2583,15.7239,-42.6
77.275,15.7239,-42.6
77.2917,15.7239,-42.8
77.3083,15.7239,-43.3
77.325,15.7239,-43.9
77.3417,15.7239,-44.5
77.3583,15.7239,-45
77.375,15.7239,-45.2
77.3917,15.7239,-45.3
77.4083,15.7239,-45.1
77.425,15.7239,-44.8
77.4417,15.7239,-44.6
77.4583,15.7239,-44.5
77.475,15.7239,-44.6
77.4917,15.7239,-44.9
77.5083,15.7239,-45.6
77.525,15.7239,-46.4
77.5417,15.7239,-47.3
77.5583,15.7239,-48.2
77.575,15.7239,-49
77.5917,15.7239,-49.6
77.6083,15.7239,-50
77.625,15.7239,-50.2
77.6417,15.7239,-50.3
77.6583,15.7239,-50.4
77.675,15.7239,-50.4
77.6917,15.7239,-50.4
77.7083,15.7239,-50.5
77.725,15.7239,-50.5
77.7417,15.7239,-50.5
77.7583,15.7239,-50.4
77.775,15.7239,-50.3
77.7917,15.7239,-50.1
77.8083,15.7239,-49.9
77.825,15.7239,-49.8
77.8417,15.7239,-49.8
77.8583,15.7239,-49.9
