Latitude,Longitude,gravity_anomaly
83.525,23.3046,13.3
83.5417,23.3046,13.3
83.5583,23.3046,13.9
83.575,23.3046,15.2
83.5917,23.3046,17.4
83.6083,23.3046,20.2
83.625,23.3046,23.3
83.6417,23.3046,26.5
83.6583,23.3046,29.5
83.675,23.3046,32
83.6917,23.3046,34.2
83.7083,23.3046,36.1
83.725,23.3046,38
83.7417,23.3046,40.1
83.7583,23.3046,42.5
83.775,23.3046,45.2
83.7917,23.3046,48
83.8083,23.3046,50.6
83.825,23.3046,52.9
83.8417,23.3046,54.6
83.8583,23.3046,55.8
83.875,23.3046,56.6
83.8917,23.3046,57.2
83.9083,23.3046,58.1
83.925,23.3046,59.4
83.9417,23.3046,61.3
83.9583,23.3046,63.5
83.975,23.3046,65.8
83.9917,23.3046,67.5
84.0083,23.3046,68.2
84.025,23.3046,67.5
84.0417,23.3046,65.3
84.0583,23.3046,62
84.075,23.3046,58.2
84.0917,23.3046,54.7
84.1083,23.3046,52.4
84.125,23.3046,52
84.1417,23.3046,53.8
84.1583,23.3046,57.5
84.175,23.3046,62.7
84.1917,23.3046,68.2
84.2083,23.3046,73.1
84.225,23.3046,76
84.2417,23.3046,76.6
84.2583,23.3046,74.4
84.275,23.3046,69.8
84.2917,23.3046,63.5
84.3083,23.3046,56.6
84.325,23.3046,50.2
84.3417,23.3046,45
84.3583,23.3046,41.8
84.375,23.3046,40.6
84.3917,23.3046,41
84.4083,23.3046,42.6
84.425,23.3046,44.3
84.4417,23.3046,45.6
84.4583,23.3046,45.8
84.475,23.3046,44.8
84.4917,23.3046,42.5
84.5083,23.3046,39.3
84.525,23.3046,35.7
84.5417,23.3046,32.2
84.5583,23.3046,29.3
84.575,23.3046,27.2
84.5917,23.3046,26.1
84.6083,23.3046,25.9
84.625,23.3046,26.5
84.6417,23.3046,27.7
84.6583,23.3046,29.2
84.675,23.3046,30.9
84.6917,23.3046,32.6
84.7083,23.3046,34.3
84.725,23.3046,35.8
84.7417,23.3046,37.2
84.7583,23.3046,38.3
84.775,23.3046,39.3
84.7917,23.3046,40
84.8083,23.3046,40.5
84.825,23.3046,41
84.8417,23.3046,41.4
84.8583,23.3046,41.8
84.875,23.3046,42.3
84.8917,23.3046,42.7
84.9083,23.3046,42.9
84.925,23.3046,42.9
84.9417,23.3046,42.4
84.9583,23.3046,41.5
84.975,23.3046,40.1
84.9917,23.3046,38.5
